locus,title,description,function
 BSU_14100, ykuJ, unknown, unknown
 new_3451133_3451197_c, S1286, new RNA feature, new_3451133_3451197_c
 BSU_34740, crh, Carbon-flux regulating HPr, control of flux through the harmful methylglyoxal pathway
 BSU_14290, mobB, molybdopterin-guanine dinucleotide biosynthesis, nitrate respiration
 BSU_08960, yhbF, bactofilin, BSU_08960
 BSU_31100, ktrB, high affinity potassium channel [[protein|92D0275E0768780F782F4B3724BC5181E436B6B1]]-[[protein|A287B9771A56D03ADCA603C1969CBF03DCB10E95]], BSU_31100
 BSU_27750, bofC, general stress protein, BSU_27750
 BSU_32090, yuiA, unknown, unknown
 BSU_13420, dgcW, diguanylate cyclase and potential phosphodiesterase, synthesis of c-di-GMP
 BSU_misc_RNA_13, BSU_misc_RNA_13, null, null
 BSU_32460, pucM, uricase, purine utilization
 BSU_14680, ykzC, unknown, unknown
 new_2385822_2386047_c, S861, new RNA feature, new_2385822_2386047_c
 new_60361_60429, S34, new RNA feature,
 new_60361_60429, , ,
 new_2996284_2996678, S1111, new RNA feature, new_2996284_2996678
 BSU_37580, ywgB, similar to transcription factor, unknown
 BSU_33980, yvbT, similar to alkanal monooxygenase, unknown
 BSU_07890, yfkI, general stress protein, BSU_07890
 BSU_02240, mpr, extracellular metalloprotease, protein degradation
 BSU_33040, citG, fumarase, TCA cycle
 BSU_16360, fliQ, part of the flagellar type III export apparatus  (flagellar Type III secretion system), BSU_16360
 BSU_27480, recD2, 5'-3' DNA helicase replication fork progression, BSU_27480
 BSU_01560, kbaA, activation of the [[protein|2111AC1AE49D1006E10DC127BF5B7A0327DE94A7]]-dependent pathway to [wiki|sporulation], BSU_01560
 BSU_27350, yrrN, tRNA uridine hydroxylase (in complex with [[protein|D4046AA4C4ACB6A0A2F2020CA1E659F65CAFE68D]]), introduction of 5-methoxyuridine modification in tRNA (U34)
 BSU_20390, yorG, unknown, unknown
 new_3035475_3036308_c, S1134, antisense RNA to [[gene|789D08564463542B8D96FC12F408549A669703CE]], control of [[gene|789D08564463542B8D96FC12F408549A669703CE]] expression
 BSU_08360, yfiQ, putative membrane-bound acyltransferase, unknown
 BSU_33010, cssR, two-component response regulator ([wiki|OmpR family]), BSU_33010
 BSU_40140, epeB, [wiki|ABC transporter], export of the mature [[protein|D66B9BFF79ADD8B0F9BFA3892FCF4597264CE9EE]] epipeptide
 BSU_27220, forC2, formate:menadione oxidoreductase (with [[protein|364BC3B51D8DF152C2DF31046D4F80595C75884B]]), BSU_27220
 BSU_32290, yutF, p-nitrophenyl phosphatase, unknown
 BSU_25220, antE, dnaG overlapping gene of unknown function, unknown
 BSU_16940, recA, multifunctional protein involved in homologous recombination and DNA repair ([[protein|D267AF38B0CF107042326E9B8F3DD3C9C85840E4]]-autocleavage), required for efficient survival and replication restart after replication-transcription conflicts
 BSU_31300, yugS, spore membrane protein, BSU_31300
 BSU_02730, natK, two-component sensor kinase, BSU_02730
 BSU_00430, yabG, sporulation-specific cysteine protease, modification of spore coat proteins
 BSU_37410, albE, antilisterial bacteriocin (subtilosin) production, antilisterial bacteriocin (subtilosin) production
 BSU_04560, ddl, D-alanine-D-alanine ligase, peptidoglycan precursor biosynthesis
 BSU_11515, BSU_11515, , 
 BSU_01510, ybaJ, unknown, unknown
 BSU_19689, yokU, unknown, unknown
 BSU_21420, bhlA, holin-like protein, unknown
 BSU_21960, ypeQ, unknown, unknown
 BSU_27910, thrR, transcription repressor  of threonine biosynthetic genes, control of threonine biosynthesis
 BSU_31280, yugU, general stress protein, BSU_31280
 BSU_28030, mreB, [wiki|cell shape]-determining protein, the polymers control/restrict the mobility of the cell wall elongation enzyme complex
 BSU_33430, cysI, sulfite reductase (NADPH<sub>2</sub>) (beta subunit), sulfite reduction
 new_834310_834382, S262, new RNA feature, new_834310_834382
 BSU_17160, pksH, involved in polyketide synthesis, polyketide synthesis
 BSU_36580, ywnF, unknown, unknown
 BSU_07100, lplA, lipoprotein, BSU_07100
 BSU_04780, ydcI, similar to RNase, unknown
 BSU_10540, ntdB, kanosamine-6-phosphate phosphatase, synthesis of the antibiotic kanosamine
 BSU_07150, hmoA, heme monooxygenase, degradation of heme
 BSU_27468, yrzQ, unknown, unknown
 BSU_rRNA_6, rrnJ-16S, 16S rRNA, translation
 new_2098330_2098837, S738, new RNA feature,
 new_2098330_2098837, , ,
 BSU_30870, ytcB, putative UDP-glucose epimerase, unknown
 BSU_18290, yngL, unknown, unknown
 new_1748711_1749895_c, S601, new RNA feature,
 new_1748711_1749895_c, , ,
 BSU_24080, bcd, valine dehydrogenase, L-leucine dehydrogenase
 BSU_28120, hemL, glutamate-1-semialdehyde aminotransferase, heme biosynthesis
 BSU_09870, khtS, modulator of [[protein|9A54C82323BA9220CAA6041E3745FAB9E222FE78]] activity, control of potassium ion efflux
 new_1430539_1430623, S489, new RNA feature, new_1430539_1430623
 BSU_33970, araR, transcriptional repressor ([wiki|GntR family], BSU_33970
 BSU_02585, BSU_02585, , 
 BSU_13640, spo0E, Spo0A-P phosphatase, BSU_13640
 BSU_34620, yvdF, glucan 1, neopullulanase
 BSU_15660, yloC, endoribonuclease, unknown
 BSU_36530, bcrC, undecaprenyl pyrophosphate phosphatase, secondary bacitracin resistance determinant
 BSU_15820, rpmB, ribosomal protein BL28, translation
 BSU_02640, tatCD, component of the [[protein|E4395255CD43ACB611E0BA872182DF801662C366]]-[[protein|A58C9B9BB6574662A44AF0C7A94DFFE368B740E2]] twin-arginine translocase, TAT [wiki|protein secretion]
 BSU_35050, yvnA, unknown, unknown
 BSU_15480, pyrP, uracil permease, uracil transport in/out via proton symport
 new_3510491_3510596_c, S1308, new RNA feature, new_3510491_3510596_c
 BSU_01660, nagZ, N-acetylglucosaminidase, cell wall recycling
 BSU_18819, yozU, unknown, BSU_18819
 BSU_37990, ywdE, unknown, unknown
 new_1265432_1265529, S433, new RNA feature,
 new_1265432_1265529, , ,
 new_2845839_2845914_c, S1056, new RNA feature, new_2845839_2845914_c
 new_2100447_2100579, S744, new RNA feature, new_2100447_2100579
 new_3766640_3766713_c, S1412, new RNA feature,
 new_3766640_3766713_c, , ,
 BSU_38350, ywbE, unknown, unknown
 BSU_02840, ycdG, general stress protein,6-glucosidase
 BSU_39040, yxiS, general stress protein, paraquat and salt stresses
 BSU_29580, thiI, sulfuryl transferase, BSU_29580
 BSU_38740, cydC, [wiki|ABC transporter] required for expression of cytochrome bd (ATP-binding protein), required for expression of cytochrome bd
 BSU_14490, kinC, two-component sensor kinase, part of the [wiki|phosphorelay]
 BSU_11510, yjbE, unknown, unknown
 BSU_27330, udk, uridine kinase, UMP synthesis
 BSU_10210, yhfF, unknown, unknown
 BSU_29850, ytoQ, unknown, unknown
 BSU_27880, nifS, cysteine desulfurase, BSU_27880
 BSU_20720, yopY, unknown, unknown
 new_1781074_1781165_c, S613, new RNA feature, new_1781074_1781165_c
 BSU_35880, capA, gamma-polyglutamate transporter, involved in controlling the D/L enantiomer ratio in polyglutamate
 BSU_07750, yflA, general stress protein, required for protection against paraquat stress
 BSU_29380, tcyJ, cystine [wiki|ABC transporter] (binding protein), cystine uptake
 BSU_06076, ydzW/3, putative phosphomannomutase, BSU_06076
 BSU_17715, BSU_17715, , 
 new_1916003_1916622, S657, new RNA feature,
 new_1916003_1916622, , ,
 new_2896973_2897093_c, S1071, new RNA feature,
 new_2896973_2897093_c, , ,
 BSU_35319, smiA, swarming motility inhibitor A, BSU_35319
 BSU_13340, ykoM, similar to transcriptional regulator ([wiki|MarR family]), unknown
 BSU_07230, yetM, FAD-dependent monooxygenase, unknown
 new_697399_697485, S230, new RNA feature, new_697399_697485
 BSU_15130, mraZ, transcription repressor of the [[gene|A7131ACFA0CF5C222237C76E502D4AAD1F9BA3E4]]-[[gene|1F894D6895CE13AA006CFE13A702E46C568F6E79]]-[[gene|79712F4CF884A660C71B45B3397AEFA5C0AFA683]]-[[gene|EBEFF9E0A524DCDA19382E5401B923B805E4C559]] operon, control of cell division gene expression
 BSU_33110, liaG, maybe involved in resistance to bacitracin, unknown
 new_3882656_3882766_c, S1462, new RNA feature, new_3882656_3882766_c
 BSU_32950, yusW, unknown, unknown
 BSU_36600, mta, transcriptional activator ([wiki|MerR family])  of multidrug-efflux transporter genes, BSU_36600
 BSU_07240, yetN, unknown, unknown
 BSU_08340, padR, repressor of [[gene|1E0BA378F14ADF03D613DA3BF3241C1ADE75075E]]-[[gene|1F56C126099E1D5241069E06477F277C12B20C58]]-[[gene|ECA64CB1E4BF8B6B0854B1B63C9E85A519059C6C]],stress response
 new_3621540_3621617_c, S1344, new RNA feature,
 new_3621540_3621617_c, , ,
 BSU_16799, ylzJ, germination protein, BSU_16799
 BSU_29190, pfkA, phosphofructokinase, BSU_29190
 BSU_38990, scoA, succinyl CoA:3-oxoacid CoA-transferase (subunit A), 3-hydroxybutyrate utilization
 BSU_09680, nhaC, Na /H  antiporter, pH homeostasis
 new_2098025_2098315_c, S737, new RNA feature,
 new_2098025_2098315_c, , ,
 BSU_25370, yqfB, resistence protein (against sublancin), BSU_25370
 new_2076113_2076205, S725, new RNA feature, new_2076113_2076205
 BSU_22500, ypjD, putative pyrophosphatase, unknown
 new_646220_646409, S205, new RNA feature, new_646220_646409
 BSU_08980, yhbH, [[protein|3CB24D493B3282278B7DC61CE3C793DFA815F9E2]]-dependent [wiki|sporulation] gene, [[category|SW.4.2]]
 BSU_17630, yncC, similar to sugar transport protein, unknown
 new_3882015_3882097_c, S1461, new RNA feature, new_3882015_3882097_c
 BSU_14520, adeC, adenine deaminase, utilization of adenine as nitrogen source
 BSU_tRNA_50, trnS-Leu1, null, translation
 BSU_38960, yxjG, putative B12-independent methionine synthase, unknown
 BSU_17050, mutL, sequence-unspecific endonuclease, BSU_17050
 new_3813064_3813166_c, S1442, new RNA feature, new_3813064_3813166_c
 BSU_03290, nasE, assimilatory nitrite reductase (subunit), utilization of nitrite as nitrogen source
 new_928080_928314, S290, new RNA feature,
 new_928080_928314, , ,
 BSU_02760, natB, Na<sup>+</sup> [wiki|ABC transporter] (export) (ATP-binding protein), sodium export
 BSU_12460, xlyB, N-acetylmuramoyl-L-alanine amidase, PBSX prophage-mediated lysis
 new_1738824_1738940, S594, new RNA feature, new_1738824_1738940
 BSU_03110, ycgH, similar to amino acid transporter, unknown
 BSU_misc_RNA_80, sdaM, , 
 BSU_15420, divIVA, curvature sensitive membrane binding protein that recruits other proteins to the poles and the division septum, part of the Min system (with Z ring placement)
 BSU_06100, ydiS, component of the BsuM DNA restriction system, BSU_06100
 BSU_00470, purR, transcription repressor of the <i>pur </i>operon, regulation of purine biosynthesis
 BSU_19670, yodN, unknown, unknown
 BSU_11079, yizB, similar to transcription regulator ([wiki|PadR family]), unknown
 BSU_22320, ponA, major Class A penicillin-binding protein 1A/1B, required for the control of cell diameter (together with the [wiki|Rod complex])
 BSU_31480, yuxJ, similar to multidrug-efflux transporter, unknown
 BSU_29370, tcyK, cystine [wiki|ABC transporter] (binding protein), cystine uptake
 BSU_14250, yknT, spore coat protein, protection of the spore
 BSU_09630, yhdX, unknown, unknown
 BSU_36890, upp, uracil phosphoribosyltransferase, UMP synthesis
 new_4065982_4066068_c, S1522, new RNA feature, new_4065982_4066068_c
 BSU_26800, yrpB, similar to 2-nitropropane dioxygenase, unknown
 new_1533940_1534049, S533, new RNA feature, new_1533940_1534049
 BSU_31290, yugT, similar to exo-alpha-1, BSU_31290
 BSU_34710, psdS, two-component sensor kinase, such as nisin and gallidermin
 BSU_26749, yrdD/2, part of the yrdD pseudogene, unknown
 BSU_26740, cypA, cytochrome P450-like enzyme, unknown
 new_2989566_2989649_c, S1106, new RNA feature, new_2989566_2989649_c
 new_1023253_1023349, S329, new RNA feature, new_1023253_1023349
 new_1266349_1266589, S434, new RNA feature, new_1266349_1266589
 BSU_06970, rhiL, [wiki|ABC transporter] (sugar-binding protein) for rhamnose oligosaccharides, uptake of rhamnose oligosaccharides
 BSU_39880, yxbC, unknown, unknown
 BSU_31920, adeR, transcription activator ([wiki|PucR family]) for [[gene|2D346CF412BA32EE18111DA930CFA1306F95024B]] gene expression, control of [[gene|2D346CF412BA32EE18111DA930CFA1306F95024B]] expression
 BSU_12090, cotT, spore coat protein (inner), resistance of the spore
 BSU_26259, yqzO, unknown, BSU_26259
 new_4172910_4173113, S1564, new RNA feature, new_4172910_4173113
 BSU_14090, ykuI, c-di-GMP binding protein, unknown
 BSU_21510, yolD, unknown, unknown
 BSU_36800, atpC, ATP synthase, BSU_36800
 BSU_18640, yoaK, unknown, unknown
 BSU_08860, ssuD, aliphatic sulfonate monooxygenase, sulfonate reduction
 BSU_07970, yfjT, unknown, unknown
 BSU_18440, gltB, small subunit of glutamate synthase, glutamate biosynthesis
 BSU_20870, yopJ, unknown, unknown
 BSU_05230, ydeK, unknown, unknown
 BSU_07110, lplB, transmembrane lipoprotein, BSU_07110
 BSU_29249, ytzJ, unknown, unknown
 BSU_27570, yrzK, unknown, unknown
 new_938656_938730, S299, new RNA feature, new_938656_938730
 BSU_rRNA_7, rrnJ-23S, 23S rRNA, translation
 new_603941_604102, S196, new RNA feature,
 new_603941_604102, , ,
 new_1925453_1925538_c, S664, new RNA feature, new_1925453_1925538_c
 BSU_00060, gyrB, DNA gyrase (subunit B), DNA supercoiling
 new_3609903_3610036_c, S1341, new RNA feature,
 new_3609903_3610036_c, , ,
 BSU_25640, nadD, nicotinamide-nucleotide adenylyltransferase, NAD biosynthesis
 BSU_28380, gerM, lipoprotein, required for the assembly of the basal platform of the [[protein|SpoIIIA]]-[[protein|3282D2C25468776881778006F182FCF322C4821D]] trans-envelope complex during sporulation
 BSU_08240, catE, catechol 2, detoxification of environmental catechols
 BSU_07770, yfkS, D protein for the [[protein|7CE0CAF27B1C0F507E783B8B80622270B00634FD]]-[[protein|B7EEC1910715507596734540D24B3C93B4B7065F]]-[[protein|7A62875A659B9F0967C392F38895D9E15A29D559]] germinant receptor of unknown specificity, survival of ethanol and paraquat stresses
 BSU_39730, iolD, formation of 5-deoxy-D-glucuronic acid (3rd reaction), myo-inositol catabolism
 BSU_10850, iolX, scyllo-inositol 2-dehydrogenase, utilization of scyllo-inositol
 new_3630836_3630916_c, S1349, new RNA feature, new_3630836_3630916_c
 BSU_36010, alsS, acetolactate synthase, overflow metabolism
 BSU_34450, sacB, levansucrase, utilization of sucrose
 BSU_31610, mrpB, Na<sup>+</sup>/H<sup>+</sup> antiporter subunit, BSU_31610
 BSU_06710, swrC, similar to acriflavin resistance protein, unknown
 BSU_36750, spoIID, cell wall hydrolase (lytic transglycosylase), BSU_36750
 BSU_04849, BSU_04849, , 
 new_1150428_1150514_c, S380, new RNA feature, new_1150428_1150514_c
 BSU_24490, yqhQ, general stress protein, BSU_24490
 BSU_00780, folB, dihydroneopterin aldolase, biosynthesis of folate
 BSU_39740, iolC, formation of 2-deoxy-5-keto-gluconic acid-6-phosphate (5th reaction), myo-inositol catabolism
 new_3264537_3264677_c, S1222, new RNA feature,
 new_3264537_3264677_c, , ,
 new_2989651_2989803_c, S1107, new RNA feature,
 new_2989651_2989803_c, , ,
 BSU_26370, yqaC, unknown, unknown
 new_3465665_3466067_c, S1294, new RNA feature, new_3465665_3466067_c
 BSU_27980, spoIVFA, inhibitor of [[protein|8801B095C2CE36F3E0B9DBBF489FFB217087DC0A]] metalloprotease, control of [[protein|24F7FD5C7C3A68BB2760ABB8CBD8FBD65E5FF7D4]] activation
 new_2055241_2055358_c, S710, new RNA feature, new_2055241_2055358_c
 BSU_00090, guaB, IMP dehydrogenase, biosynthesis of GMP
 new_2560260_2560488_c, S926, new RNA feature, new_2560260_2560488_c
 BSU_35940, rbsA, ribose [wiki|ABC transporter] (ATP-binding protein), ribose uptake
 BSU_26270, yqaL, unknown, BSU_26270
 BSU_40420, purA, adenylosuccinate synthetase, purine biosynthesis
 BSU_tRNA_12, trnJ-Val, null, translation
 new_2479090_2479155, S904, new RNA feature, new_2479090_2479155
 new_512754_512813, S159, new RNA feature, new_512754_512813
 BSU_11950, yjcQ, unknown, unknown
 BSU_30480, ytqA, unknown, unknown
 new_3072180_3072285, S1150, new RNA feature, new_3072180_3072285
 BSU_37300, ywiC, unknown, unknown
 new_1164254_1164369, S390, new RNA feature, new_1164254_1164369
 new_2983096_2984281_c, S1102, new RNA feature,
 new_2983096_2984281_c, , ,
 new_1351139_1351236_c, S459, new RNA feature, new_1351139_1351236_c
 new_2190786_2190883_c, S774, new RNA feature, new_2190786_2190883_c
 BSU_28980, dnaI, [wiki|primosome] component (helicase loader), BSU_28980
 BSU_04250, lrpC, sequence-independent DNA-binding and DNA-bending protein (Lrp family), BSU_04250
 new_3676061_3676158_c, S1372, new RNA feature,
 new_3676061_3676158_c, , ,
 BSU_40230, yydA, similar to pseudouridine methyltransferase, may be involved in maturation of 23S rRNA
 new_3364963_3365068_c, S1263, new RNA feature,
 new_3364963_3365068_c, , ,
 new_3225687_3226671, S1202, new RNA feature,
 new_3225687_3226671, , ,
 BSU_28260, leuC, 3-isopropylmalate dehydratase (large subunit), biosynthesis of leucine
 BSU_16720, ymxH, sporulation protein, unknown
 BSU_20180, yosB, unknown, unknown
 BSU_04710, rsbV, antagonist of [[protein|5AF5F199C5D92E13DE1C56E28948A557E3954CBF]], BSU_04710
 BSU_06360, guaA, GMP synthetase (glutamine-hydrolysing), biosynthesis of GMP
 new_2014633_2014704_c, S683, new RNA feature, new_2014633_2014704_c
 new_153039_153507_c, S58, new RNA feature,
 new_153039_153507_c, , ,
 new_943787_944498_c, S301, new RNA feature, new_943787_944498_c
 BSU_35790, pmi, mannose-6-phosphate isomerase, mannose utilization
 BSU_34690, psdB, [wiki|ABC transporter] (permease) for the export of lipid II-binding lantibiotics, BSU_34690
 new_3646613_3646699, S1357, new RNA feature, new_3646613_3646699
 new_3794076_3794165_c, S1431, new RNA feature,
 new_3794076_3794165_c, , ,
 new_3388289_3388830_c, S1273, new RNA feature, new_3388289_3388830_c
 BSU_28520, etfA, electron transfer flavoprotein (alpha subunit), fatty acid degradation
 BSU_05490, mhqO, hydroquinone-specific dioxygenase, BSU_05490
 BSU_29530, sppA, protease, BSU_29530
 new_1252566_1252752, S423, new RNA feature,
 new_1252566_1252752, , ,
 new_280556_281740_c, S97, new RNA feature, new_280556_281740_c
 BSU_06500, purM, phosphoribosylaminoimidazole synthetase, purine biosynthesis
 BSU_40720, yyaT, similar to GCN5-related N-acetyltransferase, unknown
 BSU_14670, yktC, inositol monophosphatase and 5'-nucleotidase with preference for GMP and IMP, unknown
 BSU_26870, yraN, similar to transcriptional regulator ([wiki|LysR family]), unknown
 BSU_00550, mfd, [wiki|transcription]-repair coupling factor, required for increased mutagenesis of lagging strand genes
 new_3643957_3645689, S1354, new RNA feature,
