"category id","category","gene locus","gene name"
"SW.5.1.5","Prophage 3","BSU_06076",""
"SW.6.10","Pseudogenes","BSU_06076",""
"SW.3.4.2.6","Transcription factor/ other/ based on similarity","BSU_13340",""
"SW.4.3.10","Resistance against other toxic compounds (nitric oxide, phenolic acids, flavonoids, oxalate)","BSU_07230",""
"SW.4.3.8","Resistance against oxidative and electrophile stress","BSU_33110",""
"SW.4.3.13","Resistance against toxins/ antibiotics","BSU_33110",""
"SW.4.2.1.5","Newly identified sporulation proteins (based on transcription profiling)","BSU_32950",""
"SW.3.4.2.5","Transcription factors/ other","BSU_36600",""
"SW.4.3.13","Resistance against toxins/ antibiotics","BSU_36600",""
"SW.6.7","Proteins of unknown function","BSU_07240",""
"SW.3.4.2.5","Transcription factors/ other","BSU_08340",""
"SW.4.3.10","Resistance against other toxic compounds (nitric oxide, phenolic acids, flavonoids, oxalate)","BSU_08340",""
"SW.2.2.1.1","Glycolysis","BSU_29190",""
"SW.2.4.1.3","Utilization of fatty acids","BSU_38990",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_38990",""
"SW.1.3.5","PH homeostasis","BSU_09680",""
"SW.6.2","Membrane proteins","BSU_09680",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_25370",""
"SW.4.3.13","Resistance against toxins/ antibiotics","BSU_25370",""
"SW.6.2","Membrane proteins","BSU_25370",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_22500",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_08980",""
"SW.6.2","Membrane proteins","BSU_17630",""
"SW.2.5.1","Utilization of nucleotides","BSU_14520",""
"SW.3.3.1.7","tRNA","BSU_tRNA_50",""
"SW.2.3.1.11","Biosynthesis/ acquisition of methionine/ S-adenosylmethionine/ based on similarity","BSU_38960",""
"SW.3.1.5","DNA repair/ recombination","BSU_17050",""
"SW.2.1.2.2","Anaerobic respiration","BSU_03290",""
"SW.2.3.3.1","Utilization of nitrate/ nitrite","BSU_03290",""
"SW.6.2","Membrane proteins","BSU_02760",""
"SW.1.1.3.1","Autolysis","BSU_12460",""
"SW.5.1.1","PBSX prophage","BSU_12460",""
"SW.5.1.6","Phage-related functions","BSU_12460",""
"SW.4.2.1.5","Newly identified sporulation proteins (based on transcription profiling)","BSU_03110",""
"SW.6.2","Membrane proteins","BSU_03110",""
"SW.6.2","Membrane proteins","BSU_15420",""
"SW.3.1.4","DNA restriction/ modification","BSU_06100",""
"SW.5.1.5","Prophage 3","BSU_06100",""
"SW.2.5.2.1","Biosynthesis/ acquisition of purine nucleotides","BSU_00470",""
"SW.3.4.2.5","Transcription factors/ other","BSU_00470",""
"SW.4.2.1.5","Newly identified sporulation proteins (based on transcription profiling)","BSU_19670",""
"SW.1.1.1.7","Penicillin-binding proteins","BSU_22320",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_22320",""
"SW.6.2","Membrane proteins","BSU_22320",""
"SW.4.3.14","Resistance against toxins/ antibiotics/ based on similarity","BSU_31480",""
"SW.6.2","Membrane proteins","BSU_31480",""
"SW.2.3.1.9","Biosynthesis/ acquisition of cysteine","BSU_29370",""
"SW.6.2","Membrane proteins","BSU_29370",""
"SW.6.7","Proteins of unknown function","BSU_09630",""
"SW.2.5.2.4","Biosynthesis/ acquisition of pyrimidine nucleotides","BSU_36890",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_26800",""
"SW.2.2.2.27","Utilization of other polymeric carbohydrates","BSU_31290",""
"SW.3.3.4.2","Protein kinases","BSU_34710",""
"SW.3.4.2.2.1","Two-component sensor kinase","BSU_34710",""
"SW.4.3.13","Resistance against toxins/ antibiotics","BSU_34710",""
"SW.6.2","Membrane proteins","BSU_34710",""
"SW.6.10","Pseudogenes","BSU_26749",""
"SW.2.1.4","Electron transport/ other/ based on similarity","BSU_26740",""
"SW.2.2.2.26","Utilization of pectin","BSU_06970",""
"SW.6.2","Membrane proteins","BSU_06970",""
"SW.6.7","Proteins of unknown function","BSU_39880",""
"SW.2.3.2.7","Utilization of alanine/ serine","BSU_31920",""
"SW.3.4.2.5","Transcription factors/ other","BSU_31920",""
"SW.5.1.3","Skin element","BSU_26259",""
"SW.6.7","Proteins of unknown function","BSU_14090",""
"SW.5.1.2","SP-beta prophage","BSU_21510",""
"SW.6.2","Membrane proteins","BSU_36800",""
"SW.6.7","Proteins of unknown function","BSU_18640",""
"SW.2.6.4","Sulfur metabolism","BSU_08860",""
"SW.6.7","Proteins of unknown function","BSU_07970",""
"SW.2.3.1.1","Biosynthesis/ acquisition of glutamate/ glutamine/ ammonium assimilation","BSU_18440",""
"SW.5.1.2","SP-beta prophage","BSU_20870",""
"SW.6.7","Proteins of unknown function","BSU_05230",""
"SW.6.2","Membrane proteins","BSU_07110",""
"SW.6.7","Proteins of unknown function","BSU_29249",""
"SW.4.2.1.5","Newly identified sporulation proteins (based on transcription profiling)","BSU_27570",""
"SW.3.3.1.1","Ribosomal RNA","BSU_rRNA_7",""
"SW.3.1.3","DNA condensation/ segregation","BSU_00060",""
"SW.6.1","Essential genes","BSU_00060",""
"SW.2.6.2.11","Biosynthesis of NAD(P)","BSU_25640",""
"SW.6.1","Essential genes","BSU_25640",""
"SW.4.3.8","Resistance against oxidative and electrophile stress","BSU_08240",""
"SW.4.2.5","Germination/ based on similarity","BSU_07770",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_07770",""
"SW.4.3.8","Resistance against oxidative and electrophile stress","BSU_07770",""
"SW.6.2","Membrane proteins","BSU_07770",""
"SW.2.2.2.16","Utilization of inositol","BSU_39730",""
"SW.2.2.2.16","Utilization of inositol","BSU_10850",""
"SW.2.2.1.5","Overflow metabolism","BSU_36010",""
"SW.2.2.2.19","Utilization of sucrose","BSU_34450",""
"SW.6.1","Essential genes","BSU_31610",""
"SW.6.2","Membrane proteins","BSU_31610",""
"SW.4.3.13","Resistance against toxins/ antibiotics","BSU_06710",""
"SW.6.2","Membrane proteins","BSU_06710",""
"SW.1.1.5","Cell wall/ other","BSU_36750",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_36750",""
"SW.6.2","Membrane proteins","BSU_36750",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_24490",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_24490",""
"SW.6.2","Membrane proteins","BSU_24490",""
"SW.2.6.2.5","Biosynthesis of folate","BSU_00780",""
"SW.2.2.2.16","Utilization of inositol","BSU_39740",""
"SW.5.1.3","Skin element","BSU_26370",""
"SW.3.4.1.2","Control of sigma factors","BSU_27980",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_27980",""
"SW.6.2","Membrane proteins","BSU_27980",""
"SW.2.5.2.1","Biosynthesis/ acquisition of purine nucleotides","BSU_00090",""
"SW.2.2.2.4","Utilization of ribose","BSU_35940",""
"SW.6.2","Membrane proteins","BSU_35940",""
"SW.5.1.3","Skin element","BSU_26270",""
"SW.2.5.2.1","Biosynthesis/ acquisition of purine nucleotides","BSU_40420",""
"SW.3.3.1.7","tRNA","BSU_tRNA_12",""
"SW.6.7","Proteins of unknown function","BSU_11950",""
"SW.6.7","Proteins of unknown function","BSU_30480",""
"SW.6.2","Membrane proteins","BSU_37300",""
"SW.6.7","Proteins of unknown function","BSU_37300",""
"SW.3.1.1","DNA replication","BSU_28980",""
"SW.6.1","Essential genes","BSU_28980",""
"SW.3.1.5","DNA repair/ recombination","BSU_04250",""
"SW.3.3.1.3","rRNA modification and maturation/ based on similarity","BSU_40230",""
"SW.2.3.1.12","Biosynthesis/ acquisition of branched-chain amino acids","BSU_28260",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_16720",""
"SW.5.1.2","SP-beta prophage","BSU_20180",""
"SW.3.4.1.2","Control of sigma factors","BSU_04710",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_04710",""
"SW.2.5.2.1","Biosynthesis/ acquisition of purine nucleotides","BSU_06360",""
"SW.2.2.2.9","Utilization of mannose","BSU_35790",""
"SW.4.3.13","Resistance against toxins/ antibiotics","BSU_34690",""
"SW.6.2","Membrane proteins","BSU_34690",""
"SW.2.1.3","Electron transport/ other","BSU_28520",""
"SW.2.4.1.3","Utilization of fatty acids","BSU_28520",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_05490",""
"SW.4.3.8","Resistance against oxidative and electrophile stress","BSU_05490",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_29530",""
"SW.6.2","Membrane proteins","BSU_29530",""
"SW.2.5.2.1","Biosynthesis/ acquisition of purine nucleotides","BSU_06500",""
"SW.6.7","Proteins of unknown function","BSU_40720",""
"SW.6.7","Proteins of unknown function","BSU_14670",""
"SW.3.4.2.6","Transcription factor/ other/ based on similarity","BSU_26870",""
"SW.3.1.5","DNA repair/ recombination","BSU_00550",""
"SW.3.2.1.3","Transcription elongation/ termination","BSU_00550",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_33640",""
"SW.2.2.2.22","Utilization of maltose","BSU_08190",""
"SW.3.4.2.5","Transcription factors/ other","BSU_08190",""
"SW.3.3.5","Protein secretion","BSU_35300",""
"SW.6.1","Essential genes","BSU_35300",""
"SW.6.2","Membrane proteins","BSU_35300",""
"SW.2.2.1.1","Glycolysis","BSU_33950",""
"SW.3.4.2.5","Transcription factors/ other","BSU_33950",""
"SW.3.4.5","Regulators of core metabolism","BSU_33950",""
"SW.6.2","Membrane proteins","BSU_06630",""
"SW.6.7","Proteins of unknown function","BSU_06630",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_38240",""
"SW.6.2","Membrane proteins","BSU_38240",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_24010",""
"SW.4.3.13","Resistance against toxins/ antibiotics","BSU_24010",""
"SW.3.3.1.1","Ribosomal RNA","BSU_rRNA_28",""
"SW.3.3.4.2","Protein kinases","BSU_04690",""
"SW.3.4.1.2","Control of sigma factors","BSU_04690",""
"SW.2.4.2.1","Biosynthesis of fatty acids","BSU_24350",""
"SW.6.1","Essential genes","BSU_24350",""
"SW.2.4.2.2","Biosynthesis of phospholipids","BSU_18070",""
"SW.6.1","Essential genes","BSU_18070",""
"SW.6.2","Membrane proteins","BSU_18070",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_04310",""
"SW.6.7","Proteins of unknown function","BSU_04130",""
"SW.3.3.5","Protein secretion","BSU_10490",""
"SW.6.2","Membrane proteins","BSU_10490",""
"SW.6.2","Membrane proteins","BSU_33460",""
"SW.5.1.2","SP-beta prophage","BSU_19870",""
"SW.2.2.2.19","Utilization of sucrose","BSU_38050",""
"SW.3.4.2.4","Control of PRD-type regulators","BSU_38050",""
"SW.6.2","Membrane proteins","BSU_38050",""
"SW.4.2.5","Germination/ based on similarity","BSU_17750",""
"SW.6.2","Membrane proteins","BSU_17750",""
"SW.2.6.3","Phosphate metabolism","BSU_40550",""
"SW.6.1","Essential genes","BSU_40550",""
"SW.4.3.8","Resistance against oxidative and electrophile stress","BSU_33120",""
"SW.4.3.13","Resistance against toxins/ antibiotics","BSU_33120",""
"SW.2.2.2.6","Utilization of arabinan/ arabinose/ arabitol","BSU_28730",""
"SW.6.2","Membrane proteins","BSU_28730",""
"SW.5.1.2","SP-beta prophage","BSU_20080",""
"SW.6.2","Membrane proteins","BSU_04500",""
"SW.2.3.1.5","Biosynthesis/ acquisition of aspartate/ asparagine","BSU_22370",""
"SW.3.4.2.1","Two-component system response regulators","BSU_17940",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_03010",""
"SW.3.2.1.2","Sigma factors","BSU_33222",""
"SW.3.4.1.1","Sigma factors","BSU_33222",""
"SW.4.3.3","Acid stress proteins (controlled by YvrI-YvrHa)","BSU_33222",""
"SW.6.2","Membrane proteins","BSU_36610",""
"SW.6.7","Proteins of unknown function","BSU_36610",""
"SW.6.7","Proteins of unknown function","BSU_24200",""
"SW.2.3.1.13","Biosynthesis/ acquisition of aromatic amino acids","BSU_22640",""
"SW.5.1.2","SP-beta prophage","BSU_20430",""
"SW.3.1.7","Genetic competence","BSU_37470",""
"SW.3.4.2.2.3","Control of response regulators/ other","BSU_37470",""
"SW.3.4.8","Quorum sensing","BSU_37470",""
"SW.4.1.3","Genetic competence","BSU_37470",""
"SW.6.8","Short peptides","BSU_37470",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_23430",""
"SW.6.2","Membrane proteins","BSU_23430",""
"SW.5.1.1","PBSX prophage","BSU_12520",""
"SW.2.5.2.3","Purine salvage and interconversion","BSU_13170",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_13170",""
"SW.4.3.8","Resistance against oxidative and electrophile stress","BSU_13170",""
"SW.4.2.1.3","Small acid-soluble spore proteins","BSU_13470",""
"SW.6.7","Proteins of unknown function","BSU_08040",""
"SW.1.1.3.1","Autolysis","BSU_31120",""
"SW.2.4.1.2","Utilization of phospholipids/ based on similarity","BSU_24180",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_09230",""
"SW.2.2.2.5","Utilization of xylan/ xylose","BSU_17590",""
"SW.3.4.2.5","Transcription factors/ other","BSU_17590",""
"SW.6.7","Proteins of unknown function","BSU_15070",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_03920",""
"SW.6.2","Membrane proteins","BSU_03920",""
"SW.3.1.1","DNA replication","BSU_15710",""
"SW.6.1","Essential genes","BSU_15710",""
"SW.5.1.2","SP-beta prophage","BSU_20160",""
"SW.5.1.1","PBSX prophage","BSU_12710",""
"SW.5.1.2","SP-beta prophage","BSU_19970",""
"SW.2.5.3","Metabolism of signalling nucleotides","BSU_01750",""
"SW.6.2","Membrane proteins","BSU_01750",""
"SW.6.2","Membrane proteins","BSU_39240",""
"SW.6.7","Proteins of unknown function","BSU_39240",""
"SW.2.5.4","Nucleotide metabolism/ other","BSU_20020",""
"SW.5.1.2","SP-beta prophage","BSU_20020",""
"SW.6.7","Proteins of unknown function","BSU_34680",""
"SW.6.2","Membrane proteins","BSU_02750",""
"SW.3.3.6","Protein secretion/ based on similarity","BSU_18880",""
"SW.6.7","Proteins of unknown function","BSU_09040",""
"SW.2.2.2.27","Utilization of other polymeric carbohydrates","BSU_18130",""
"SW.6.7","Proteins of unknown function","BSU_27469",""
"SW.3.1.6","DNA repair/ recombination/ based on similarity","BSU_11820",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_23620",""
"SW.6.7","Proteins of unknown function","BSU_31390",""
"SW.1.1.5","Cell wall/ other","BSU_01530",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_01530",""
"SW.4.3.8","Resistance against oxidative and electrophile stress","BSU_08820",""
"SW.2.2.2.2","Utilization of acetoin","BSU_08060",""
"SW.2.3.3.4","Utilization of peptides","BSU_11440",""
"SW.3.1.7","Genetic competence","BSU_11440",""
"SW.4.1.3","Genetic competence","BSU_11440",""
"SW.6.2","Membrane proteins","BSU_11440",""
"SW.2.2.2.3","Utilization of glycerol/ glycerol-3-phosphate","BSU_09280",""
"SW.6.2","Membrane proteins","BSU_09280",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_36960",""
"SW.2.2.2.11","Utilization of glucitol","BSU_06160",""
"SW.2.6.2.6","Biosynthesis of heme/ siroheme","BSU_28170",""
"SW.4.2.5","Germination/ based on similarity","BSU_17760",""
"SW.6.2","Membrane proteins","BSU_17760",""
"SW.2.3.3.2","Utilization of urea","BSU_36650",""
"SW.6.7","Proteins of unknown function","BSU_36340",""
"SW.2.6.2.5","Biosynthesis of folate","BSU_00740",""
"SW.3.4.2.6","Transcription factor/ other/ based on similarity","BSU_05370",""
"SW.5.1.5","Prophage 3","BSU_06073",""
"SW.6.10","Pseudogenes","BSU_06073",""
"SW.3.3.1.8","tRNA modification and maturation","BSU_08030",""
"SW.2.3.1.9","Biosynthesis/ acquisition of cysteine","BSU_29350",""
"SW.6.2","Membrane proteins","BSU_29350",""
"SW.2.6.3","Phosphate metabolism","BSU_19800",""
"SW.3.1.3","DNA condensation/ segregation","BSU_00070",""
"SW.6.1","Essential genes","BSU_00070",""
"SW.6.7","Proteins of unknown function","BSU_12410",""
"SW.3.3.1.6","Ribosome assembly","BSU_22840",""
"SW.6.1","Essential genes","BSU_22840",""
"SW.6.3","GTP-binding proteins","BSU_22840",""
"SW.6.2","Membrane proteins","BSU_03730",""
"SW.2.3.1.9","Biosynthesis/ acquisition of cysteine","BSU_29340",""
"SW.6.2","Membrane proteins","BSU_29340",""
"SW.3.4.2.5","Transcription factors/ other","BSU_27000",""
"SW.4.3.8","Resistance against oxidative and electrophile stress","BSU_27000",""
"SW.3.3.1.10","Aminoacyl-tRNA synthetases","BSU_28630",""
"SW.6.1","Essential genes","BSU_28630",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_31840",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_07270",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_07270",""
"SW.3.3.1.6","Ribosome assembly","BSU_27950",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_23420",""
"SW.6.2","Membrane proteins","BSU_23420",""
"SW.2.1.4","Electron transport/ other/ based on similarity","BSU_14220",""
"SW.6.2","Membrane proteins","BSU_31660",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_08510",""
"SW.3.3.4.2","Protein kinases","BSU_13990",""
"SW.3.4.2.2.1","Two-component sensor kinase","BSU_13990",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_02280",""
"SW.6.2","Membrane proteins","BSU_02280",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_02280",""
"SW.4.2.1.5","Newly identified sporulation proteins (based on transcription profiling)","BSU_31790",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_23300",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_23300",""
"SW.6.2","Membrane proteins","BSU_09590",""
"SW.3.4.2.6","Transcription factor/ other/ based on similarity","BSU_38880",""
"SW.2.6.2.6","Biosynthesis of heme/ siroheme","BSU_14870",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_14870",""
"SW.6.2","Membrane proteins","BSU_14870",""
"SW.3.3.1.11","Translation factors","BSU_16650",""
"SW.6.2","Membrane proteins","BSU_29610",""
"SW.6.2","Membrane proteins","BSU_38270",""
"SW.2.6.2.4","Biosynthesis of coenzyme A","BSU_23760",""
"SW.4.3.12","Resistance against toxic metals/ based on similarity","BSU_02610",""
"SW.4.3.13","Resistance against toxins/ antibiotics","BSU_03070",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_05540",""
"SW.3.3.1.7","tRNA","BSU_tRNA_49",""
"SW.6.7","Proteins of unknown function","BSU_26910",""
"SW.3.3.1.4","Ribosomal proteins","BSU_01320",""
"SW.6.1","Essential genes","BSU_01320",""
"SW.6.5","Universally conserved proteins","BSU_01320",""
"SW.5.2.1","ICEBs1","BSU_04950",""
"SW.6.7","Proteins of unknown function","BSU_04950",""
"SW.3.3.1.7","tRNA","BSU_tRNA_36",""
"SW.2.2.1.2","Gluconeogenesis","BSU_25240",""
"SW.3.4.2.7","Control of transcription factor (other than two-component system)","BSU_25240",""
"SW.6.7","Proteins of unknown function","BSU_13630",""
"SW.3.4.2.5","Transcription factors/ other","BSU_25810",""
"SW.4.3.11","Resistance against toxic metals","BSU_25810",""
"SW.5.1.3","Skin element","BSU_25810",""
"SW.2.3.1.2","Biosynthesis/ acquisition of proline","BSU_03220",""
"SW.2.3.2.2","Utilization of proline","BSU_03220",""
"SW.6.2","Membrane proteins","BSU_03220",""
"SW.3.1.5","DNA repair/ recombination","BSU_13410",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_13410",""
"SW.2.1.2.4","Respiration/ other","BSU_25190",""
"SW.6.2","Membrane proteins","BSU_25190",""
"SW.1.1.2","Cell shape","BSU_38120",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_38120",""
"SW.6.1","Essential genes","BSU_38120",""
"SW.6.2","Membrane proteins","BSU_38120",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_29160",""
"SW.6.2","Membrane proteins","BSU_29160",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_38670",""
"SW.4.2.1.5","Newly identified sporulation proteins (based on transcription profiling)","BSU_19510",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_39000",""
"SW.6.2","Membrane proteins","BSU_39000",""
"SW.6.7","Proteins of unknown function","BSU_21880",""
